Geneid	final_project/original_files/tophat_mapping_hits_results.sam
Zm00001d002491	0
Zm00001d002492	0
Zm00001d002494	0
Zm00001d002495	0
Zm00001d002496	0
Zm00001d002497	0
Zm00001d002498	0
Zm00001d002499	0
Zm00001d002500	0
Zm00001d002501	0
Zm00001d002503	16
Zm00001d002504	0
Zm00001d002505	0
Zm00001d002506	0
Zm00001d002507	0
Zm00001d002508	0
Zm00001d002509	0
Zm00001d002510	0
Zm00001d002511	0
Zm00001d002512	0
Zm00001d002514	1
Zm00001d002515	0
Zm00001d002517	0
Zm00001d002519	0
Zm00001d002520	0
Zm00001d002521	0
Zm00001d002522	0
Zm00001d002523	0
Zm00001d002524	0
Zm00001d002525	0
Zm00001d002526	0
Zm00001d002528	0
Zm00001d002529	0
Zm00001d002530	0
Zm00001d002531	0
Zm00001d002532	4
Zm00001d002533	0
Zm00001d002534	0
Zm00001d002535	0
Zm00001d002536	0
Zm00001d002537	0
Zm00001d002538	1
Zm00001d002539	0
Zm00001d002540	1
Zm00001d002541	0
Zm00001d002542	1
Zm00001d002543	0
Zm00001d002544	0
Zm00001d002545	2
Zm00001d002546	0
Zm00001d002547	0
Zm00001d002548	0
Zm00001d002549	1
Zm00001d002550	7
Zm00001d002551	0
Zm00001d002553	0
Zm00001d002554	0
Zm00001d002555	0
Zm00001d002556	0
Zm00001d002557	0
Zm00001d002558	0
Zm00001d002560	0
Zm00001d002562	0
Zm00001d002564	0
Zm00001d002565	0
Zm00001d002566	0
Zm00001d002567	0
Zm00001d002568	0
Zm00001d002569	0
Zm00001d002570	0
Zm00001d002571	0
Zm00001d002572	1
Zm00001d002573	0
Zm00001d002576	0
Zm00001d002577	0
Zm00001d002579	0
Zm00001d002580	0
Zm00001d002582	0
Zm00001d002583	0
Zm00001d002584	0
Zm00001d002585	2
Zm00001d002586	0
Zm00001d002587	0
Zm00001d002589	0
Zm00001d002590	0
Zm00001d002591	1
Zm00001d002592	0
Zm00001d002593	0
Zm00001d002594	0
Zm00001d002595	6
Zm00001d002596	0
Zm00001d002597	0
Zm00001d002598	0
Zm00001d002599	0
Zm00001d002600	0
Zm00001d002601	0
Zm00001d002602	0
Zm00001d002603	0
Zm00001d002606	0
Zm00001d002607	0
Zm00001d002608	0
Zm00001d002609	0
Zm00001d002610	0
Zm00001d002611	2
Zm00001d002612	0
zma-MIR399e	0
Zm00001d002613	0
Zm00001d002614	0
Zm00001d002615	22
Zm00001d002616	0
Zm00001d002617	0
Zm00001d002618	0
Zm00001d002620	0
Zm00001d002621	1
Zm00001d002622	0
Zm00001d002623	0
Zm00001d002624	0
Zm00001d002625	2
Zm00001d002626	0
Zm00001d002627	0
Zm00001d002628	0
Zm00001d002629	0
Zm00001d002630	0
Zm00001d002631	0
Zm00001d002632	1
Zm00001d002634	0
Zm00001d002635	0
Zm00001d002636	0
Zm00001d002637	0
Zm00001d002638	0
Zm00001d002639	1
Zm00001d002640	0
Zm00001d002641	0
Zm00001d002642	0
Zm00001d002644	0
zma-MIR171h	0
Zm00001d002645	0
Zm00001d002647	0
Zm00001d002649	5
Zm00001d002650	2
Zm00001d002652	0
Zm00001d002654	0
Zm00001d002655	0
Zm00001d002656	1
Zm00001d002658	1
Zm00001d002659	0
Zm00001d002661	0
Zm00001d002662	0
Zm00001d002663	0
Zm00001d002664	0
Zm00001d002665	0
Zm00001d002666	0
Zm00001d002668	0
Zm00001d002669	0
Zm00001d002670	0
Zm00001d002671	0
Zm00001d002673	0
Zm00001d002674	0
Zm00001d002675	0
Zm00001d002676	2
Zm00001d002677	0
Zm00001d002678	0
Zm00001d002679	0
Zm00001d002680	1
Zm00001d002681	0
Zm00001d002682	0
Zm00001d002683	0
Zm00001d002684	0
Zm00001d002685	0
Zm00001d002687	0
Zm00001d002688	0
Zm00001d002690	3
Zm00001d002691	0
Zm00001d002693	0
Zm00001d002694	0
Zm00001d002695	0
Zm00001d002696	0
Zm00001d002698	0
Zm00001d002699	0
Zm00001d002700	0
Zm00001d002701	0
Zm00001d002703	0
Zm00001d002704	11
Zm00001d002705	1
Zm00001d002706	10
Zm00001d002707	0
Zm00001d002708	0
Zm00001d002709	0
Zm00001d002710	0
Zm00001d002711	0
Zm00001d002712	0
Zm00001d002713	0
Zm00001d002714	0
Zm00001d002715	2
Zm00001d002716	0
Zm00001d002717	0
Zm00001d002718	0
Zm00001d002719	0
Zm00001d002720	0
Zm00001d002721	0
Zm00001d002722	0
Zm00001d002723	0
Zm00001d002724	0
Zm00001d002725	0
Zm00001d002726	98
Zm00001d002727	0
Zm00001d002728	0
Zm00001d002729	0
Zm00001d002730	0
Zm00001d002731	0
Zm00001d002732	0
Zm00001d002733	0
Zm00001d002734	1
Zm00001d002735	0
Zm00001d002736	0
Zm00001d002737	15
Zm00001d002738	0
Zm00001d002739	0
Zm00001d002740	1
Zm00001d002741	0
Zm00001d002742	0
Zm00001d002743	0
Zm00001d002744	0
Zm00001d002745	0
Zm00001d002746	0
Zm00001d002747	0
Zm00001d002748	0
Zm00001d002750	0
Zm00001d002751	1
Zm00001d002753	0
Zm00001d002754	0
Zm00001d002755	0
Zm00001d002756	0
Zm00001d002757	0
Zm00001d002758	0
Zm00001d002759	1
Zm00001d002760	0
Zm00001d002761	0
Zm00001d002762	0
Zm00001d002768	0
Zm00001d002769	0
Zm00001d002770	2
Zm00001d002771	0
Zm00001d002772	0
Zm00001d002773	1
Zm00001d002774	0
Zm00001d002775	0
Zm00001d002776	0
Zm00001d002777	0
Zm00001d002778	1
Zm00001d002781	3
Zm00001d002782	0
Zm00001d002783	0
Zm00001d002784	0
Zm00001d002787	0
Zm00001d002788	0
Zm00001d002789	0
Zm00001d002790	0
Zm00001d002791	0
Zm00001d002793	0
Zm00001d002794	0
Zm00001d002796	0
Zm00001d002797	0
Zm00001d002798	0
Zm00001d002799	0
Zm00001d002801	0
Zm00001d002802	0
Zm00001d002803	0
Zm00001d002804	0
Zm00001d002805	0
Zm00001d002806	0
Zm00001d002809	0
Zm00001d002810	0
Zm00001d002811	1
Zm00001d002812	0
Zm00001d002813	0
Zm00001d002814	0
Zm00001d002815	0
Zm00001d002816	0
Zm00001d002817	3
Zm00001d002818	0
Zm00001d002819	0
Zm00001d002820	0
Zm00001d002821	0
Zm00001d002822	11
Zm00001d002823	2
Zm00001d002824	0
Zm00001d002825	0
Zm00001d002826	0
Zm00001d002827	5
Zm00001d002828	0
Zm00001d002829	0
Zm00001d002830	0
Zm00001d002833	0
Zm00001d002834	0
Zm00001d002835	0
Zm00001d002836	0
Zm00001d002837	0
Zm00001d002838	0
Zm00001d002839	0
Zm00001d002841	1
Zm00001d002842	2
Zm00001d002843	0
Zm00001d002844	0
Zm00001d002845	0
Zm00001d002846	0
Zm00001d002847	0
Zm00001d002848	18
Zm00001d002849	0
Zm00001d002850	0
Zm00001d002851	0
Zm00001d002852	0
Zm00001d002853	1
Zm00001d002854	1
Zm00001d002856	0
Zm00001d002857	0
Zm00001d002859	0
Zm00001d002860	0
Zm00001d002862	0
Zm00001d002863	0
Zm00001d002864	0
Zm00001d002865	0
Zm00001d002866	0
Zm00001d002867	0
Zm00001d002868	0
Zm00001d002869	0
Zm00001d002870	0
Zm00001d002871	3
Zm00001d002872	0
Zm00001d002873	0
Zm00001d002874	0
Zm00001d002875	0
Zm00001d002876	0
Zm00001d002878	0
Zm00001d002879	0
Zm00001d002880	5
Zm00001d002881	0
Zm00001d002882	0
Zm00001d002884	0
Zm00001d002885	0
Zm00001d002886	0
Zm00001d002887	0
Zm00001d002888	0
Zm00001d002889	2
Zm00001d002890	0
Zm00001d002891	1
Zm00001d002893	0
Zm00001d002896	3
Zm00001d002897	0
Zm00001d002898	0
Zm00001d002899	0
Zm00001d002900	0
Zm00001d002901	0
Zm00001d002902	0
Zm00001d002904	10
Zm00001d002905	0
Zm00001d002906	0
Zm00001d002907	0
Zm00001d002912	0
Zm00001d002915	0
Zm00001d002916	0
Zm00001d002917	0
Zm00001d002919	1
Zm00001d002922	0
Zm00001d002925	0
Zm00001d002928	0
Zm00001d002929	0
Zm00001d002930	0
Zm00001d002933	2
Zm00001d002934	0
Zm00001d002936	3
Zm00001d002937	0
Zm00001d002938	0
Zm00001d002939	3
Zm00001d002940	0
Zm00001d002941	0
Zm00001d002942	1
Zm00001d002943	1
Zm00001d002944	0
Zm00001d002945	0
Zm00001d002946	0
Zm00001d002949	0
Zm00001d002950	0
Zm00001d002951	0
Zm00001d002952	0
Zm00001d002953	0
Zm00001d002954	2
Zm00001d002955	0
Zm00001d002956	0
Zm00001d002957	0
Zm00001d002958	0
Zm00001d002959	0
Zm00001d002960	0
Zm00001d002961	0
Zm00001d002962	0
Zm00001d002963	0
Zm00001d002964	1
Zm00001d002965	0
Zm00001d002966	0
Zm00001d002967	0
Zm00001d002968	0
Zm00001d002969	0
Zm00001d002970	0
Zm00001d002971	0
Zm00001d002972	0
Zm00001d002973	0
Zm00001d002974	0
Zm00001d002975	0
Zm00001d002976	0
Zm00001d002977	0
Zm00001d002978	1
Zm00001d002979	0
Zm00001d002980	0
Zm00001d002982	0
Zm00001d002984	0
Zm00001d002987	0
Zm00001d002988	0
Zm00001d002989	0
Zm00001d002990	0
Zm00001d002991	0
Zm00001d002992	0
Zm00001d002993	0
Zm00001d002994	0
Zm00001d002996	0
Zm00001d002997	0
Zm00001d002998	0
Zm00001d002999	0
Zm00001d003000	0
Zm00001d003001	0
Zm00001d003002	0
Zm00001d003003	0
Zm00001d003004	0
Zm00001d003005	0
Zm00001d003006	0
Zm00001d003007	0
Zm00001d003009	1
Zm00001d003010	0
Zm00001d003011	0
Zm00001d003012	0
Zm00001d003013	5
Zm00001d003014	1
Zm00001d003015	0
Zm00001d003016	0
Zm00001d003017	0
Zm00001d003018	0
Zm00001d003019	0
Zm00001d003020	0
Zm00001d003021	0
Zm00001d003022	0
Zm00001d003023	0
Zm00001d003024	4
Zm00001d003025	0
Zm00001d003027	0
Zm00001d003028	0
Zm00001d003031	0
Zm00001d003032	0
Zm00001d003033	0
Zm00001d003034	0
Zm00001d003035	0
Zm00001d003036	0
Zm00001d003037	0
Zm00001d003038	0
Zm00001d003039	0
Zm00001d003040	0
Zm00001d003041	0
Zm00001d003043	0
Zm00001d003044	0
Zm00001d003045	0
Zm00001d003046	0
Zm00001d003047	0
Zm00001d003048	1
Zm00001d003049	0
Zm00001d003050	0
Zm00001d003051	0
Zm00001d003052	0
Zm00001d003053	0
Zm00001d003057	0
Zm00001d003058	0
Zm00001d003059	0
Zm00001d003060	0
Zm00001d003061	0
Zm00001d003062	0
Zm00001d003064	0
Zm00001d003066	21
Zm00001d003067	0
Zm00001d003068	0
Zm00001d003069	0
Zm00001d003070	0
Zm00001d003071	1
Zm00001d003072	0
Zm00001d003074	0
Zm00001d003075	0
Zm00001d003076	8
Zm00001d003079	0
Zm00001d003080	0
Zm00001d003081	2
Zm00001d003082	0
Zm00001d003083	1
Zm00001d003084	0
Zm00001d003085	0
Zm00001d003086	1
Zm00001d003087	5
Zm00001d003088	0
Zm00001d003089	0
Zm00001d003090	11
Zm00001d003091	0
Zm00001d003092	0
Zm00001d003093	0
Zm00001d003096	0
Zm00001d003098	0
Zm00001d003099	0
Zm00001d003100	0
Zm00001d003101	0
Zm00001d003102	0
Zm00001d003103	0
Zm00001d003104	0
Zm00001d003106	0
Zm00001d003107	0
Zm00001d003108	0
Zm00001d003109	0
Zm00001d003110	0
Zm00001d003112	2
Zm00001d003114	2
Zm00001d003115	0
Zm00001d003116	0
Zm00001d003117	0
Zm00001d003118	0
Zm00001d003119	0
Zm00001d003120	0
Zm00001d003121	0
Zm00001d003122	0
Zm00001d003123	0
zma-MIR156e	6
Zm00001d003124	0
Zm00001d003125	0
Zm00001d003126	0
Zm00001d003127	0
Zm00001d003128	0
Zm00001d003129	1
Zm00001d003131	0
Zm00001d003132	0
Zm00001d003134	0
Zm00001d003135	0
Zm00001d003136	0
Zm00001d003138	0
Zm00001d003139	0
Zm00001d003140	0
Zm00001d003141	0
Zm00001d003142	0
Zm00001d003143	0
Zm00001d003144	1
Zm00001d003145	0
Zm00001d003146	0
Zm00001d003147	0
Zm00001d003148	3
Zm00001d003149	0
Zm00001d003150	0
Zm00001d003151	0
Zm00001d003152	4
Zm00001d003153	0
Zm00001d003154	0
Zm00001d003155	0
Zm00001d003156	0
Zm00001d003157	36
Zm00001d003158	0
Zm00001d003159	0
Zm00001d003160	0
Zm00001d003161	0
Zm00001d003162	3
Zm00001d003163	0
Zm00001d003164	0
Zm00001d003166	0
Zm00001d003167	0
Zm00001d003168	0
Zm00001d003169	0
Zm00001d003171	0
Zm00001d003172	0
Zm00001d003173	0
Zm00001d003174	0
Zm00001d003175	0
Zm00001d003176	0
Zm00001d003179	0
Zm00001d003180	0
Zm00001d003181	2
Zm00001d003182	0
Zm00001d003183	0
Zm00001d003184	0
Zm00001d003185	0
Zm00001d003186	0
Zm00001d003187	0
Zm00001d003188	0
Zm00001d003189	0
Zm00001d003190	14
Zm00001d003191	0
Zm00001d003192	0
Zm00001d003193	0
Zm00001d003194	0
Zm00001d003195	1
Zm00001d003196	0
Zm00001d003197	0
Zm00001d003198	2
Zm00001d003199	2
Zm00001d003200	0
Zm00001d003202	0
Zm00001d003203	0
Zm00001d003205	0
Zm00001d003207	0
Zm00001d003208	0
Zm00001d003209	3
Zm00001d003210	0
Zm00001d003211	0
Zm00001d003212	2
Zm00001d003213	0
Zm00001d003214	0
Zm00001d003216	0
Zm00001d003217	0
Zm00001d003218	0
Zm00001d003219	0
Zm00001d003220	0
Zm00001d003222	0
Zm00001d003223	0
Zm00001d003224	1
Zm00001d003226	0
Zm00001d003227	0
Zm00001d003228	0
Zm00001d003229	1
Zm00001d003230	0
Zm00001d003231	0
Zm00001d003232	0
Zm00001d003234	0
Zm00001d003235	0
Zm00001d003236	0
Zm00001d003237	0
Zm00001d003239	0
Zm00001d003240	0
Zm00001d003242	0
Zm00001d003245	0
Zm00001d003246	0
Zm00001d003247	0
Zm00001d003248	0
Zm00001d003249	0
Zm00001d003250	0
Zm00001d003251	0
Zm00001d003252	8
Zm00001d003254	0
Zm00001d003255	0
Zm00001d003256	1
Zm00001d003257	0
Zm00001d003258	0
Zm00001d003259	1
Zm00001d003261	0
Zm00001d003262	1
Zm00001d003264	0
Zm00001d003265	2
Zm00001d003266	0
Zm00001d003267	0
Zm00001d003268	0
Zm00001d003269	0
Zm00001d003270	0
Zm00001d003271	4
Zm00001d003272	0
Zm00001d003273	0
Zm00001d003274	0
Zm00001d003275	0
Zm00001d003276	7
Zm00001d003277	0
Zm00001d003278	0
Zm00001d003279	0
Zm00001d003280	0
Zm00001d003281	0
Zm00001d003282	0
Zm00001d003283	0
Zm00001d003284	3
Zm00001d003285	0
Zm00001d003286	0
Zm00001d003287	0
Zm00001d003288	1
Zm00001d003289	1
Zm00001d003290	0
Zm00001d003291	1
Zm00001d003292	0
Zm00001d003293	0
Zm00001d003294	0
Zm00001d003295	0
Zm00001d003296	0
Zm00001d003297	0
Zm00001d003298	0
Zm00001d003300	0
Zm00001d003301	1
Zm00001d003302	0
Zm00001d003303	0
Zm00001d003304	0
Zm00001d003306	1
Zm00001d003307	2
Zm00001d003308	1
Zm00001d003309	1
Zm00001d003310	0
Zm00001d003311	0
Zm00001d003312	0
Zm00001d003313	0
Zm00001d003314	0
Zm00001d003315	0
Zm00001d003316	0
Zm00001d003317	0
Zm00001d003319	1
Zm00001d003320	0
Zm00001d003321	0
Zm00001d003322	1
Zm00001d003324	0
Zm00001d003328	1
Zm00001d003329	4
Zm00001d003331	0
Zm00001d003332	0
Zm00001d003333	0
Zm00001d003334	0
Zm00001d003335	0
Zm00001d003336	0
Zm00001d003341	0
Zm00001d003342	0
Zm00001d003343	1
Zm00001d003344	0
Zm00001d003345	0
Zm00001d003346	0
Zm00001d003347	0
Zm00001d003348	0
Zm00001d003349	0
Zm00001d003352	1
Zm00001d003353	0
Zm00001d003354	1
Zm00001d003355	0
Zm00001d003356	2
Zm00001d003357	0
Zm00001d003358	0
Zm00001d003359	0
Zm00001d003363	0
Zm00001d003364	0
Zm00001d003365	0
Zm00001d003366	0
Zm00001d003367	0
Zm00001d003368	0
Zm00001d003369	0
Zm00001d003370	0
Zm00001d003372	0
Zm00001d003373	1
Zm00001d003374	0
Zm00001d003375	0
Zm00001d003376	0
Zm00001d003377	0
Zm00001d003378	0
Zm00001d003379	0
Zm00001d003380	0
Zm00001d003381	0
Zm00001d003382	0
Zm00001d003383	0
Zm00001d003386	0
Zm00001d003389	0
Zm00001d003390	0
Zm00001d003392	0
Zm00001d003393	0
Zm00001d003394	2
Zm00001d003395	0
Zm00001d003396	0
Zm00001d003397	0
Zm00001d003398	0
Zm00001d003399	0
Zm00001d003400	0
Zm00001d003401	8
Zm00001d003403	0
Zm00001d003404	0
Zm00001d003405	0
Zm00001d003406	0
Zm00001d003408	0
Zm00001d003409	0
Zm00001d003410	0
Zm00001d003411	0
Zm00001d003412	0
Zm00001d003413	0
Zm00001d003414	0
Zm00001d003415	0
Zm00001d003417	0
Zm00001d003418	0
Zm00001d003419	0
Zm00001d003420	0
Zm00001d003422	0
Zm00001d003423	0
Zm00001d003424	0
Zm00001d003425	0
Zm00001d003426	0
Zm00001d003427	0
Zm00001d003428	0
Zm00001d003429	17
Zm00001d003430	0
Zm00001d003431	1
Zm00001d003432	0
Zm00001d003434	1
Zm00001d003435	0
Zm00001d003436	0
Zm00001d003438	0
Zm00001d003439	0
Zm00001d003440	0
Zm00001d003441	0
Zm00001d003442	0
Zm00001d003443	0
Zm00001d003445	0
Zm00001d003446	4
Zm00001d003447	0
Zm00001d003448	0
Zm00001d003451	0
Zm00001d003452	0
Zm00001d003457	0
Zm00001d003459	0
Zm00001d003460	1
Zm00001d003462	0
Zm00001d003463	0
Zm00001d003464	0
Zm00001d003467	0
Zm00001d003468	0
Zm00001d003469	0
Zm00001d003470	4
Zm00001d003471	0
Zm00001d003472	2
Zm00001d003473	0
Zm00001d003474	0
Zm00001d003475	0
Zm00001d003476	8
Zm00001d003477	2
Zm00001d003479	0
Zm00001d003480	0
Zm00001d003481	0
Zm00001d003482	0
Zm00001d003483	0
Zm00001d003485	0
Zm00001d003488	0
Zm00001d003489	0
Zm00001d003490	0
Zm00001d003491	1
Zm00001d003492	0
Zm00001d003493	1
Zm00001d003494	0
Zm00001d003495	3
Zm00001d003496	1
Zm00001d003497	0
Zm00001d003499	0
Zm00001d003500	0
Zm00001d003501	0
Zm00001d003502	0
Zm00001d003504	0
Zm00001d003505	0
Zm00001d003508	0
Zm00001d003509	0
Zm00001d003510	0
Zm00001d003511	0
Zm00001d003512	4
Zm00001d003513	0
Zm00001d003514	0
Zm00001d003515	0
Zm00001d003516	0
Zm00001d003517	0
Zm00001d003518	1
Zm00001d003519	0
Zm00001d003520	0
Zm00001d003521	0
Zm00001d003522	0
Zm00001d003523	0
Zm00001d003524	3
Zm00001d003525	0
Zm00001d003528	0
Zm00001d003529	0
Zm00001d003530	0
Zm00001d003531	0
Zm00001d003533	0
Zm00001d003534	0
Zm00001d003535	0
Zm00001d003538	0
Zm00001d003539	0
Zm00001d003540	0
Zm00001d003543	0
Zm00001d003544	0
Zm00001d003545	0
Zm00001d003546	0
Zm00001d003547	0
Zm00001d003548	1
Zm00001d003549	0
Zm00001d003550	0
Zm00001d003551	0
Zm00001d003552	1
Zm00001d003553	0
Zm00001d003554	0
Zm00001d003555	0
Zm00001d003556	0
Zm00001d003559	29
Zm00001d003563	0
Zm00001d003566	0
Zm00001d003567	0
Zm00001d003569	0
Zm00001d003571	0
Zm00001d003572	0
Zm00001d003573	0
Zm00001d003574	0
Zm00001d003575	0
Zm00001d003577	0
Zm00001d003578	0
Zm00001d003579	0
Zm00001d003581	0
Zm00001d003583	0
Zm00001d003584	0
Zm00001d003588	0
Zm00001d003589	0
Zm00001d003590	0
Zm00001d003592	0
Zm00001d003593	0
Zm00001d003594	0
Zm00001d003598	0
Zm00001d003599	0
Zm00001d003600	0
Zm00001d003601	1
Zm00001d003602	2
Zm00001d003603	0
Zm00001d003604	0
Zm00001d003605	0
Zm00001d003606	0
Zm00001d003607	0
Zm00001d003610	0
Zm00001d003611	0
Zm00001d003612	1
Zm00001d003613	0
Zm00001d003614	0
Zm00001d003615	9
Zm00001d003616	1
Zm00001d003617	0
Zm00001d003618	0
Zm00001d003619	0
Zm00001d003620	0
Zm00001d003621	0
Zm00001d003622	0
Zm00001d003623	0
Zm00001d003624	0
Zm00001d003625	0
Zm00001d003626	0
Zm00001d003627	0
Zm00001d003628	0
Zm00001d003629	0
Zm00001d003630	0
Zm00001d003631	0
Zm00001d003632	1
Zm00001d003634	0
Zm00001d003635	0
Zm00001d003636	0
Zm00001d003637	0
Zm00001d003638	0
Zm00001d003639	0
Zm00001d003640	11
zma-MIR2118b	0
zma-MIR2118d	0
Zm00001d003641	0
zma-MIR2118g	0
Zm00001d003643	1
Zm00001d003644	0
Zm00001d003645	0
Zm00001d003646	0
Zm00001d003647	0
Zm00001d003648	0
Zm00001d003649	0
Zm00001d003650	0
Zm00001d003651	0
Zm00001d003652	0
Zm00001d003653	1
Zm00001d003654	0
Zm00001d003655	2
Zm00001d003656	0
Zm00001d003657	0
Zm00001d003658	0
Zm00001d003659	2
Zm00001d003660	0
Zm00001d003661	0
Zm00001d003662	0
Zm00001d003663	0
Zm00001d003664	1
Zm00001d003666	0
Zm00001d003667	2
Zm00001d003668	0
Zm00001d003669	1
Zm00001d003670	0
Zm00001d003671	0
Zm00001d003672	0
Zm00001d003673	0
Zm00001d003674	0
Zm00001d003675	0
Zm00001d003676	1
Zm00001d003677	0
Zm00001d003678	0
Zm00001d003679	3
Zm00001d003680	0
Zm00001d003682	1
Zm00001d003683	27
Zm00001d003684	0
Zm00001d003685	0
Zm00001d003689	0
Zm00001d003690	0
Zm00001d003691	0
Zm00001d003693	0
Zm00001d003695	0
Zm00001d003696	0
Zm00001d003698	0
Zm00001d003699	0
Zm00001d003701	0
Zm00001d003702	0
Zm00001d003703	0
Zm00001d003705	0
Zm00001d003706	1
Zm00001d003707	0
Zm00001d003709	0
Zm00001d003710	1
Zm00001d003712	7
Zm00001d003713	2
Zm00001d003714	0
Zm00001d003715	2
Zm00001d003716	0
Zm00001d003717	0
Zm00001d003718	0
Zm00001d003719	0
Zm00001d003722	0
Zm00001d003723	0
Zm00001d003724	0
Zm00001d003725	0
Zm00001d003726	0
Zm00001d003727	0
Zm00001d003728	0
Zm00001d003729	0
Zm00001d003730	1
Zm00001d003731	0
Zm00001d003732	0
Zm00001d003733	0
Zm00001d003735	0
Zm00001d003736	0
Zm00001d003739	0
Zm00001d003740	0
Zm00001d003741	1
Zm00001d003742	0
Zm00001d003743	0
Zm00001d003744	0
Zm00001d003745	0
Zm00001d003746	0
Zm00001d003747	0
Zm00001d003749	0
Zm00001d003750	0
Zm00001d003751	0
Zm00001d003753	0
Zm00001d003754	0
Zm00001d003755	0
Zm00001d003756	0
Zm00001d003757	0
Zm00001d003758	0
Zm00001d003759	0
Zm00001d003760	0
Zm00001d003761	0
Zm00001d003762	0
Zm00001d003763	0
Zm00001d003765	0
Zm00001d003767	40
Zm00001d003768	0
Zm00001d003769	0
Zm00001d003770	0
Zm00001d003772	0
Zm00001d003773	1
Zm00001d003774	0
Zm00001d003775	0
Zm00001d003776	0
Zm00001d003777	0
Zm00001d003778	0
Zm00001d003779	0
Zm00001d003780	0
Zm00001d003781	1
Zm00001d003782	0
Zm00001d003783	0
Zm00001d003784	0
Zm00001d003785	0
Zm00001d003786	0
Zm00001d003788	0
Zm00001d003789	0
Zm00001d003790	0
Zm00001d003791	0
Zm00001d003792	0
Zm00001d003793	0
Zm00001d003794	0
Zm00001d003796	0
Zm00001d003797	0
Zm00001d003799	0
Zm00001d003800	1
Zm00001d003801	0
Zm00001d003802	0
Zm00001d003803	0
Zm00001d003804	0
Zm00001d003806	0
Zm00001d003807	1
Zm00001d003808	0
Zm00001d003809	0
Zm00001d003810	0
Zm00001d003811	0
Zm00001d003812	1
Zm00001d003813	0
Zm00001d003814	0
Zm00001d003817	5
Zm00001d003818	0
Zm00001d003819	0
Zm00001d003820	0
Zm00001d003822	0
Zm00001d003823	0
Zm00001d003824	0
Zm00001d003825	0
Zm00001d003826	0
Zm00001d003828	0
Zm00001d003829	0
Zm00001d003830	0
Zm00001d003833	2
Zm00001d003835	0
Zm00001d003836	0
Zm00001d003839	1
Zm00001d003840	0
Zm00001d003841	0
Zm00001d003846	0
Zm00001d003847	0
Zm00001d003848	1
Zm00001d003849	0
Zm00001d003850	0
Zm00001d003851	0
Zm00001d003852	0
Zm00001d003855	0
Zm00001d003856	0
Zm00001d003857	2
Zm00001d003859	0
Zm00001d003860	0
Zm00001d003861	1
Zm00001d003863	0
Zm00001d003864	0
Zm00001d003865	0
Zm00001d003866	4
Zm00001d003867	0
Zm00001d003869	0
Zm00001d003870	0
Zm00001d003871	0
Zm00001d003872	0
Zm00001d003875	0
Zm00001d003877	0
Zm00001d003878	6
Zm00001d003879	1
Zm00001d003881	0
Zm00001d003884	0
Zm00001d003885	0
Zm00001d003886	0
Zm00001d003888	0
Zm00001d003889	0
Zm00001d003890	0
Zm00001d003894	0
Zm00001d003895	0
Zm00001d003896	1
Zm00001d003897	0
Zm00001d003900	0
Zm00001d003902	0
Zm00001d003903	0
Zm00001d003904	0
Zm00001d003905	0
Zm00001d003906	0
Zm00001d003907	0
Zm00001d003908	0
Zm00001d003910	0
Zm00001d003911	0
Zm00001d003912	0
Zm00001d003913	0
Zm00001d003914	1
Zm00001d003915	0
Zm00001d003917	2
Zm00001d003920	0
Zm00001d003922	3
Zm00001d003923	0
Zm00001d003924	0
Zm00001d003925	0
Zm00001d003927	0
Zm00001d003928	0
Zm00001d003929	0
Zm00001d003930	0
Zm00001d003931	0
Zm00001d003934	0
Zm00001d003935	1
Zm00001d003936	0
Zm00001d003937	2
Zm00001d003938	0
Zm00001d003939	0
Zm00001d003941	2
Zm00001d003943	0
Zm00001d003945	1
Zm00001d003947	1
Zm00001d003948	1
Zm00001d003949	1
Zm00001d003950	1
Zm00001d003953	0
Zm00001d003954	2
Zm00001d003957	0
Zm00001d003958	1
Zm00001d003961	1
Zm00001d003962	1
Zm00001d003964	0
Zm00001d003965	0
Zm00001d003966	1
Zm00001d003967	0
Zm00001d003968	0
Zm00001d003969	0
Zm00001d003970	0
Zm00001d003972	0
Zm00001d003973	0
Zm00001d003974	0
Zm00001d003975	2
Zm00001d003978	0
Zm00001d003980	0
Zm00001d003981	1
Zm00001d003982	0
Zm00001d003983	0
Zm00001d003984	0
Zm00001d003986	0
Zm00001d003988	0
Zm00001d003990	0
Zm00001d003992	0
Zm00001d003993	0
Zm00001d003994	0
Zm00001d003995	26
Zm00001d003996	0
Zm00001d003999	0
Zm00001d004000	0
Zm00001d004001	0
Zm00001d004002	0
Zm00001d004004	0
Zm00001d004006	0
Zm00001d004007	0
Zm00001d004008	0
Zm00001d004009	0
Zm00001d004010	0
Zm00001d004012	0
Zm00001d004013	0
Zm00001d004014	0
Zm00001d004015	0
Zm00001d004016	1
Zm00001d004018	0
Zm00001d004019	0
Zm00001d004020	1
Zm00001d004021	2
Zm00001d004022	0
Zm00001d004023	0
Zm00001d004024	0
Zm00001d004025	0
Zm00001d004027	0
Zm00001d004033	0
Zm00001d004035	0
Zm00001d004036	0
Zm00001d004039	0
Zm00001d004040	0
Zm00001d004041	0
Zm00001d004042	1
Zm00001d004043	0
Zm00001d004046	0
Zm00001d004047	0
Zm00001d004048	0
Zm00001d004049	0
Zm00001d004051	0
Zm00001d004052	1
Zm00001d004053	0
Zm00001d004055	0
Zm00001d004057	3
Zm00001d004058	0
Zm00001d004059	0
