Geneid	final_project/original_files/tophat_mapping_hits_results.sam
Zm00001d045432	0
Zm00001d045433	0
Zm00001d045434	1
Zm00001d045435	0
Zm00001d045436	0
Zm00001d045440	0
Zm00001d045441	0
Zm00001d045444	0
Zm00001d045445	0
Zm00001d045446	0
Zm00001d045447	0
Zm00001d045448	1
Zm00001d045450	0
Zm00001d045451	17
Zm00001d045452	0
Zm00001d045453	0
Zm00001d045454	0
Zm00001d045455	0
Zm00001d045456	0
Zm00001d045457	0
Zm00001d045458	0
Zm00001d045459	0
Zm00001d045460	0
Zm00001d045461	0
Zm00001d045462	0
Zm00001d045463	0
Zm00001d045464	0
Zm00001d045465	0
Zm00001d045466	0
Zm00001d045468	0
Zm00001d045470	8
Zm00001d045472	0
Zm00001d045473	1
Zm00001d045474	0
Zm00001d045475	2
Zm00001d045476	0
Zm00001d045477	0
Zm00001d045478	1
Zm00001d045479	0
Zm00001d045480	0
Zm00001d045481	0
Zm00001d045482	1
Zm00001d045483	1
Zm00001d045484	0
Zm00001d045486	0
Zm00001d045487	0
Zm00001d045488	8
zma-MIR399j	0
Zm00001d045489	0
Zm00001d045490	1
Zm00001d045491	2
Zm00001d045492	0
Zm00001d045493	0
Zm00001d045494	0
Zm00001d045495	0
Zm00001d045496	0
Zm00001d045497	0
Zm00001d045498	1
Zm00001d045499	0
Zm00001d045500	0
Zm00001d045501	1
Zm00001d045502	0
Zm00001d045503	0
Zm00001d045504	0
Zm00001d045505	0
Zm00001d045507	0
Zm00001d045509	3
Zm00001d045511	0
Zm00001d045512	0
Zm00001d045513	0
Zm00001d045514	0
Zm00001d045515	0
Zm00001d045516	1
Zm00001d045517	0
Zm00001d045518	0
Zm00001d045519	0
Zm00001d045520	0
Zm00001d045521	0
Zm00001d045522	0
Zm00001d045523	0
Zm00001d045525	0
Zm00001d045526	0
Zm00001d045527	0
Zm00001d045528	3
Zm00001d045529	0
Zm00001d045530	0
Zm00001d045533	0
Zm00001d045534	7
Zm00001d045535	0
Zm00001d045536	0
Zm00001d045537	1
Zm00001d045538	0
Zm00001d045539	0
Zm00001d045540	6
Zm00001d045542	0
Zm00001d045543	0
Zm00001d045544	0
Zm00001d045545	0
Zm00001d045546	0
Zm00001d045547	0
Zm00001d045548	0
Zm00001d045550	2
Zm00001d045551	0
Zm00001d045552	0
Zm00001d045553	0
Zm00001d045554	4
Zm00001d045555	0
Zm00001d045556	3
Zm00001d045557	0
Zm00001d045558	0
Zm00001d045559	0
Zm00001d045560	0
Zm00001d045562	0
Zm00001d045563	0
Zm00001d045564	3
Zm00001d045565	0
Zm00001d045566	0
Zm00001d045567	0
Zm00001d045568	0
Zm00001d045570	1
Zm00001d045571	0
Zm00001d045572	0
Zm00001d045573	4
Zm00001d045574	0
Zm00001d045575	5
Zm00001d045576	0
Zm00001d045577	0
Zm00001d045578	0
Zm00001d045579	1
Zm00001d045580	0
Zm00001d045581	11
Zm00001d045582	0
Zm00001d045583	0
Zm00001d045584	0
Zm00001d045586	0
Zm00001d045589	0
Zm00001d045590	0
Zm00001d045594	0
Zm00001d045595	0
Zm00001d045596	0
Zm00001d045597	0
Zm00001d045598	0
Zm00001d045599	0
Zm00001d045600	0
Zm00001d045603	4
Zm00001d045604	1
Zm00001d045605	0
Zm00001d045606	0
Zm00001d045607	0
Zm00001d045608	0
Zm00001d045609	0
Zm00001d045610	0
Zm00001d045611	0
Zm00001d045612	0
Zm00001d045614	0
Zm00001d045615	0
Zm00001d045616	0
Zm00001d045617	0
Zm00001d045618	0
Zm00001d045621	9
Zm00001d045620	0
Zm00001d045622	0
Zm00001d045624	0
Zm00001d045625	0
Zm00001d045626	0
Zm00001d045627	0
Zm00001d045628	0
Zm00001d045629	1
Zm00001d045630	0
Zm00001d045631	0
Zm00001d045632	1
Zm00001d045633	0
Zm00001d045635	4
Zm00001d045636	0
Zm00001d045637	0
Zm00001d045638	0
Zm00001d045639	0
Zm00001d045640	0
Zm00001d045641	0
Zm00001d045643	0
Zm00001d045644	0
Zm00001d045645	0
Zm00001d045646	0
Zm00001d045647	0
Zm00001d045649	0
Zm00001d045650	0
Zm00001d045651	0
Zm00001d045652	0
Zm00001d045653	0
Zm00001d045654	0
Zm00001d045655	2
Zm00001d045656	0
Zm00001d045657	0
Zm00001d045659	0
Zm00001d045660	1
Zm00001d045661	0
Zm00001d045663	0
Zm00001d045665	1
Zm00001d045666	0
Zm00001d045667	4
Zm00001d045668	0
Zm00001d045669	0
Zm00001d045670	0
Zm00001d045671	0
Zm00001d045672	0
Zm00001d045673	1
Zm00001d045674	0
Zm00001d045675	0
Zm00001d045676	0
Zm00001d045677	0
Zm00001d045678	0
Zm00001d045679	0
Zm00001d045680	0
Zm00001d045683	0
Zm00001d045684	0
Zm00001d045685	0
Zm00001d045686	0
Zm00001d045689	0
Zm00001d045690	0
Zm00001d045691	0
Zm00001d045692	1
Zm00001d045695	0
Zm00001d045696	1
Zm00001d045697	0
Zm00001d045698	0
Zm00001d045700	0
Zm00001d045701	0
Zm00001d045702	0
Zm00001d045703	0
Zm00001d045705	0
Zm00001d045706	5
Zm00001d045707	0
Zm00001d045708	0
Zm00001d045709	0
Zm00001d045711	0
Zm00001d045712	0
Zm00001d045713	0
Zm00001d045714	0
Zm00001d045715	0
Zm00001d045717	0
Zm00001d045718	0
Zm00001d045720	0
Zm00001d045721	0
Zm00001d045722	0
Zm00001d045723	0
Zm00001d045724	0
Zm00001d045725	1
Zm00001d045728	1
Zm00001d045729	1
Zm00001d045730	0
Zm00001d045731	0
Zm00001d045732	0
Zm00001d045733	0
Zm00001d045734	0
Zm00001d045735	0
Zm00001d045738	0
Zm00001d045739	1
Zm00001d045740	1
Zm00001d045741	0
Zm00001d045742	3
Zm00001d045744	2
Zm00001d045745	0
Zm00001d045746	1
Zm00001d045747	1
Zm00001d045748	0
Zm00001d045749	0
Zm00001d045752	1
Zm00001d045755	0
Zm00001d045756	1
Zm00001d045757	0
Zm00001d045758	0
Zm00001d045759	0
Zm00001d045760	0
Zm00001d045761	0
Zm00001d045763	0
Zm00001d045764	0
Zm00001d045765	0
Zm00001d045768	0
Zm00001d045770	0
Zm00001d045772	0
Zm00001d045773	0
Zm00001d045774	0
Zm00001d045775	0
Zm00001d045776	0
Zm00001d045778	0
Zm00001d045782	0
Zm00001d045783	3
Zm00001d045784	3
Zm00001d045785	0
Zm00001d045786	0
Zm00001d045787	0
Zm00001d045788	0
Zm00001d045791	0
Zm00001d045792	0
Zm00001d045793	0
Zm00001d045798	0
Zm00001d045800	1
Zm00001d045803	0
Zm00001d045804	0
Zm00001d045807	0
Zm00001d045808	10
Zm00001d045812	0
Zm00001d045815	0
Zm00001d045816	0
Zm00001d045817	0
Zm00001d045819	0
Zm00001d045822	0
Zm00001d045823	0
Zm00001d045824	0
Zm00001d045825	0
Zm00001d045826	0
Zm00001d045829	0
Zm00001d045831	0
Zm00001d045832	0
Zm00001d045833	0
Zm00001d045834	0
Zm00001d045835	0
Zm00001d045836	0
Zm00001d045837	1
Zm00001d045838	1
Zm00001d045839	0
Zm00001d045842	0
Zm00001d045843	0
Zm00001d045844	0
Zm00001d045845	0
Zm00001d045846	0
Zm00001d045847	0
Zm00001d045848	0
Zm00001d045849	0
Zm00001d045852	0
Zm00001d045853	0
Zm00001d045855	0
Zm00001d045858	0
Zm00001d045859	0
Zm00001d045861	0
Zm00001d045862	0
Zm00001d045863	0
Zm00001d045864	0
Zm00001d045865	0
Zm00001d045867	0
Zm00001d045868	0
Zm00001d045869	0
Zm00001d045870	0
Zm00001d045872	0
Zm00001d045873	1
Zm00001d045875	0
Zm00001d045876	0
Zm00001d045877	3
Zm00001d045881	0
Zm00001d045882	0
Zm00001d045883	0
Zm00001d045884	0
Zm00001d045885	1
Zm00001d045886	1
Zm00001d045887	0
Zm00001d045888	0
Zm00001d045889	0
Zm00001d045890	0
Zm00001d045891	0
Zm00001d045892	0
Zm00001d045893	0
Zm00001d045894	0
Zm00001d045895	0
Zm00001d045896	0
Zm00001d045897	2
Zm00001d045898	0
Zm00001d045899	0
Zm00001d045901	0
Zm00001d045902	0
Zm00001d045903	0
Zm00001d045904	0
Zm00001d045905	0
Zm00001d045906	0
Zm00001d045907	0
Zm00001d045909	0
Zm00001d045910	0
Zm00001d045911	21
Zm00001d045913	0
Zm00001d045914	0
Zm00001d045916	0
Zm00001d045918	0
Zm00001d045919	6
Zm00001d045920	0
Zm00001d045922	0
Zm00001d045924	0
Zm00001d045925	0
Zm00001d045926	0
Zm00001d045927	1
Zm00001d045928	0
Zm00001d045929	0
Zm00001d045930	0
Zm00001d045931	0
Zm00001d045935	0
Zm00001d045936	0
Zm00001d045937	0
Zm00001d045938	2
Zm00001d045940	0
Zm00001d045941	0
Zm00001d045942	0
Zm00001d045943	0
Zm00001d045944	0
Zm00001d045945	0
Zm00001d045946	0
Zm00001d045947	0
Zm00001d045948	26
Zm00001d045949	1
Zm00001d045950	0
Zm00001d045951	0
Zm00001d045952	0
Zm00001d045953	1
Zm00001d045954	0
Zm00001d045956	3
Zm00001d045957	0
Zm00001d045958	1
Zm00001d045959	0
Zm00001d045962	0
Zm00001d045963	0
Zm00001d045964	0
Zm00001d045965	0
Zm00001d045967	0
Zm00001d045968	0
Zm00001d045970	0
Zm00001d045971	0
Zm00001d045972	0
Zm00001d045973	0
Zm00001d045974	0
Zm00001d045975	1
Zm00001d045978	0
Zm00001d045984	0
Zm00001d045987	0
Zm00001d045988	0
Zm00001d045989	0
Zm00001d045991	0
Zm00001d045993	0
Zm00001d045995	0
Zm00001d045996	0
Zm00001d045997	0
Zm00001d045998	0
Zm00001d045999	0
Zm00001d046000	0
Zm00001d046001	1
Zm00001d046002	0
Zm00001d046003	0
Zm00001d046004	1
Zm00001d046005	0
Zm00001d046007	0
Zm00001d046008	0
Zm00001d046014	0
Zm00001d046015	0
Zm00001d046016	1
Zm00001d046017	0
Zm00001d046020	5
Zm00001d046024	0
Zm00001d046026	0
Zm00001d046027	0
Zm00001d046028	0
Zm00001d046029	0
Zm00001d046033	1
Zm00001d046035	0
Zm00001d046036	0
Zm00001d046039	3
Zm00001d046041	0
Zm00001d046043	0
Zm00001d046044	0
Zm00001d046047	10
Zm00001d046048	0
Zm00001d046049	0
Zm00001d046050	0
Zm00001d046053	0
Zm00001d046054	0
Zm00001d046055	0
Zm00001d046060	0
Zm00001d046064	0
Zm00001d046065	0
Zm00001d046066	0
Zm00001d046068	0
Zm00001d046069	0
Zm00001d046071	0
Zm00001d046072	1
Zm00001d046073	0
Zm00001d046076	0
Zm00001d046077	0
Zm00001d046079	0
Zm00001d046080	0
Zm00001d046081	0
Zm00001d046083	13
Zm00001d046084	0
Zm00001d046085	0
Zm00001d046086	0
Zm00001d046087	0
Zm00001d046088	0
Zm00001d046089	0
Zm00001d046091	0
Zm00001d046092	0
Zm00001d046093	0
Zm00001d046096	0
Zm00001d046097	0
Zm00001d046098	0
Zm00001d046103	0
Zm00001d046104	0
Zm00001d046105	0
Zm00001d046106	0
Zm00001d046109	0
Zm00001d046111	0
Zm00001d046112	1
Zm00001d046115	0
Zm00001d046116	0
Zm00001d046117	0
Zm00001d046118	0
Zm00001d046119	0
Zm00001d046120	0
Zm00001d046121	0
Zm00001d046122	0
Zm00001d046124	0
Zm00001d046126	0
Zm00001d046127	0
Zm00001d046128	0
Zm00001d046129	0
Zm00001d046131	0
Zm00001d046132	0
Zm00001d046134	0
Zm00001d046135	1
Zm00001d046136	0
Zm00001d046137	0
Zm00001d046138	0
Zm00001d046140	0
Zm00001d046141	0
Zm00001d046142	0
Zm00001d046143	0
Zm00001d046144	0
Zm00001d046145	0
Zm00001d046147	0
Zm00001d046148	0
Zm00001d046149	0
Zm00001d046151	0
Zm00001d046152	0
Zm00001d046153	0
Zm00001d046154	0
Zm00001d046155	0
Zm00001d046156	0
Zm00001d046157	0
Zm00001d046158	0
Zm00001d046161	0
Zm00001d046162	0
Zm00001d046165	0
Zm00001d046166	1
Zm00001d046167	0
Zm00001d046168	0
Zm00001d046169	0
Zm00001d046170	444
Zm00001d046171	0
Zm00001d046172	0
Zm00001d046173	0
Zm00001d046174	0
Zm00001d046175	0
Zm00001d046176	0
Zm00001d046177	0
Zm00001d046178	0
Zm00001d046179	0
Zm00001d046180	0
Zm00001d046181	0
Zm00001d046182	0
Zm00001d046183	0
Zm00001d046184	0
Zm00001d046185	0
Zm00001d046186	0
Zm00001d046187	0
Zm00001d046188	0
Zm00001d046190	2
Zm00001d046191	0
Zm00001d046192	0
Zm00001d046194	1
Zm00001d046195	0
Zm00001d046197	0
Zm00001d046198	0
Zm00001d046199	0
Zm00001d046200	1
Zm00001d046202	0
Zm00001d046204	0
Zm00001d046205	0
Zm00001d046207	0
Zm00001d046210	0
Zm00001d046213	0
Zm00001d046214	0
Zm00001d046215	0
Zm00001d046218	0
Zm00001d046221	0
Zm00001d046222	0
Zm00001d046223	0
Zm00001d046225	0
Zm00001d046226	0
Zm00001d046229	0
Zm00001d046230	0
Zm00001d046231	0
Zm00001d046232	1
Zm00001d046234	0
Zm00001d046235	0
Zm00001d046236	0
Zm00001d046238	0
Zm00001d046241	0
Zm00001d046242	0
Zm00001d046243	0
Zm00001d046246	0
Zm00001d046247	0
Zm00001d046249	0
Zm00001d046253	0
Zm00001d046254	0
Zm00001d046255	0
Zm00001d046256	0
Zm00001d046257	0
Zm00001d046258	0
Zm00001d046260	0
Zm00001d046261	0
Zm00001d046262	0
Zm00001d046263	0
Zm00001d046264	0
Zm00001d046267	0
Zm00001d046268	0
Zm00001d046270	0
Zm00001d046272	0
Zm00001d046273	0
Zm00001d046274	0
Zm00001d046276	4
Zm00001d046277	0
Zm00001d046278	0
Zm00001d046279	0
Zm00001d046281	0
Zm00001d046282	0
Zm00001d046283	0
Zm00001d046284	0
Zm00001d046286	0
Zm00001d046288	0
Zm00001d046289	0
Zm00001d046291	0
Zm00001d046292	0
Zm00001d046294	0
Zm00001d046296	0
Zm00001d046297	1
Zm00001d046298	0
Zm00001d046299	0
Zm00001d046300	0
Zm00001d046302	0
Zm00001d046303	0
Zm00001d046304	0
Zm00001d046305	0
Zm00001d046306	0
Zm00001d046311	0
Zm00001d046312	0
Zm00001d046313	0
Zm00001d046314	0
Zm00001d046315	0
Zm00001d046316	0
Zm00001d046317	0
Zm00001d046318	0
Zm00001d046319	0
Zm00001d046322	0
Zm00001d046323	0
Zm00001d046324	0
Zm00001d046325	0
Zm00001d046330	0
Zm00001d046331	0
Zm00001d046332	0
Zm00001d046333	0
Zm00001d046334	3
Zm00001d046335	0
Zm00001d046336	2
Zm00001d046337	0
Zm00001d046340	0
Zm00001d046342	0
Zm00001d046343	0
Zm00001d046344	0
Zm00001d046345	0
Zm00001d046346	0
Zm00001d046348	0
Zm00001d046350	0
Zm00001d046352	0
Zm00001d046354	4
Zm00001d046355	0
Zm00001d046356	0
Zm00001d046357	3
Zm00001d046358	0
Zm00001d046362	0
Zm00001d046363	0
Zm00001d046364	0
Zm00001d046365	0
Zm00001d046366	1
Zm00001d046369	0
Zm00001d046370	0
Zm00001d046371	1
Zm00001d046372	0
Zm00001d046373	0
Zm00001d046374	0
Zm00001d046375	0
Zm00001d046377	0
Zm00001d046378	2
Zm00001d046379	0
Zm00001d046380	5
Zm00001d046381	0
Zm00001d046383	0
Zm00001d046385	0
Zm00001d046388	0
Zm00001d046389	0
Zm00001d046390	0
Zm00001d046391	0
Zm00001d046392	4
Zm00001d046394	0
Zm00001d046395	0
Zm00001d046396	0
Zm00001d046397	0
Zm00001d046399	0
Zm00001d046400	0
Zm00001d046401	0
Zm00001d046402	0
Zm00001d046403	0
Zm00001d046404	1
Zm00001d046405	0
Zm00001d046406	0
Zm00001d046407	0
Zm00001d046411	0
Zm00001d046413	1
Zm00001d046416	0
Zm00001d046420	0
Zm00001d046421	0
Zm00001d046422	0
Zm00001d046423	0
Zm00001d046424	0
Zm00001d046426	0
Zm00001d046429	0
Zm00001d046432	0
Zm00001d046433	0
Zm00001d046434	0
Zm00001d046436	0
Zm00001d046438	0
Zm00001d046439	1
Zm00001d046440	0
Zm00001d046441	0
Zm00001d046442	0
Zm00001d046443	0
Zm00001d046444	0
Zm00001d046445	0
Zm00001d046447	0
Zm00001d046449	3
Zm00001d046450	0
Zm00001d046451	0
Zm00001d046452	0
Zm00001d046453	0
Zm00001d046454	0
Zm00001d046455	0
Zm00001d046456	1
Zm00001d046457	0
Zm00001d046459	0
Zm00001d046460	0
Zm00001d046462	0
Zm00001d046463	0
Zm00001d046465	1
Zm00001d046466	0
Zm00001d046467	0
Zm00001d046468	2
Zm00001d046471	0
Zm00001d046472	0
Zm00001d046473	0
Zm00001d046474	0
Zm00001d046475	0
Zm00001d046476	1
Zm00001d046477	0
Zm00001d046479	0
Zm00001d046480	0
Zm00001d046482	0
Zm00001d046483	1
Zm00001d046484	0
Zm00001d046485	0
Zm00001d046487	0
Zm00001d046488	2
Zm00001d046489	0
Zm00001d046490	0
Zm00001d046491	0
Zm00001d046492	5
Zm00001d046493	0
Zm00001d046494	0
Zm00001d046495	0
Zm00001d046496	0
Zm00001d046499	0
Zm00001d046500	0
Zm00001d046501	0
Zm00001d046502	1
Zm00001d046503	0
Zm00001d046504	0
Zm00001d046505	0
Zm00001d046506	3
Zm00001d046507	0
Zm00001d046508	1
Zm00001d046509	1
Zm00001d046510	1
Zm00001d046511	0
Zm00001d046512	0
Zm00001d046513	1
Zm00001d046515	0
Zm00001d046517	0
Zm00001d046518	0
Zm00001d046519	0
Zm00001d046520	0
Zm00001d046521	0
Zm00001d046522	0
Zm00001d046523	0
Zm00001d046524	0
Zm00001d046525	1
Zm00001d046526	0
Zm00001d046527	0
Zm00001d046528	0
Zm00001d046529	1
Zm00001d046530	10
Zm00001d046531	1
Zm00001d046532	0
Zm00001d046533	1
Zm00001d046534	1
Zm00001d046535	0
Zm00001d046536	0
Zm00001d046537	0
Zm00001d046538	4
Zm00001d046539	2
Zm00001d046540	0
Zm00001d046542	0
Zm00001d046543	0
Zm00001d046545	0
Zm00001d046549	0
Zm00001d046552	1
Zm00001d046553	4
Zm00001d046554	0
Zm00001d046555	1
Zm00001d046558	0
Zm00001d046559	24
Zm00001d046560	0
Zm00001d046561	0
Zm00001d046562	0
Zm00001d046563	0
Zm00001d046564	0
Zm00001d046565	0
Zm00001d046566	0
Zm00001d046568	5
Zm00001d046569	0
Zm00001d046571	0
Zm00001d046574	0
Zm00001d046576	0
Zm00001d046577	0
Zm00001d046579	3
Zm00001d046580	0
Zm00001d046581	1
Zm00001d046582	0
Zm00001d046583	0
Zm00001d046585	0
Zm00001d046586	0
Zm00001d046587	0
Zm00001d046588	0
Zm00001d046590	0
Zm00001d046591	2
Zm00001d046592	2
Zm00001d046593	0
Zm00001d046595	2
Zm00001d046596	0
Zm00001d046597	0
Zm00001d046598	0
Zm00001d046599	2
Zm00001d046600	1
Zm00001d046601	0
Zm00001d046602	0
Zm00001d046603	0
Zm00001d046604	0
Zm00001d046605	0
Zm00001d046609	0
Zm00001d046610	0
Zm00001d046611	0
Zm00001d046613	0
Zm00001d046614	0
Zm00001d046615	0
Zm00001d046616	1
Zm00001d046619	0
Zm00001d046620	0
Zm00001d046621	0
Zm00001d046624	2
Zm00001d046625	0
Zm00001d046626	0
Zm00001d046627	0
Zm00001d046628	2
Zm00001d046629	1
Zm00001d046630	7
Zm00001d046632	0
Zm00001d046633	0
Zm00001d046634	0
Zm00001d046635	0
Zm00001d046636	0
Zm00001d046637	0
Zm00001d046638	0
Zm00001d046639	0
zma-MIR171n	2
Zm00001d046641	0
Zm00001d046642	0
Zm00001d046643	0
Zm00001d046644	0
Zm00001d046645	0
Zm00001d046647	0
Zm00001d046649	0
Zm00001d046651	0
Zm00001d046652	0
Zm00001d046654	21
Zm00001d046655	0
Zm00001d046656	0
Zm00001d046658	0
Zm00001d046659	0
Zm00001d046660	0
Zm00001d046661	0
Zm00001d046662	0
Zm00001d046663	0
Zm00001d046664	0
Zm00001d046665	0
Zm00001d046666	0
Zm00001d046667	0
Zm00001d046668	0
Zm00001d046669	0
Zm00001d046670	0
Zm00001d046671	0
Zm00001d046672	0
Zm00001d046673	0
Zm00001d046675	0
Zm00001d046676	0
Zm00001d046677	0
Zm00001d046678	0
Zm00001d046679	0
Zm00001d046680	0
Zm00001d046681	0
Zm00001d046682	3
Zm00001d046683	0
Zm00001d046684	0
Zm00001d046685	0
Zm00001d046687	0
Zm00001d046688	4
Zm00001d046689	0
Zm00001d046690	1
Zm00001d046691	0
Zm00001d046693	0
Zm00001d046694	0
Zm00001d046695	0
Zm00001d046696	0
Zm00001d046697	2
Zm00001d046698	0
Zm00001d046699	0
Zm00001d046700	0
Zm00001d046703	0
Zm00001d046704	0
Zm00001d046705	0
Zm00001d046706	0
Zm00001d046707	0
Zm00001d046708	0
Zm00001d046709	0
Zm00001d046710	0
Zm00001d046711	0
Zm00001d046713	0
Zm00001d046714	0
Zm00001d046715	0
Zm00001d046716	0
Zm00001d046717	1
Zm00001d046718	1
Zm00001d046719	0
Zm00001d046722	1
Zm00001d046723	0
Zm00001d046724	0
Zm00001d046725	0
Zm00001d046726	1
Zm00001d046727	0
Zm00001d046728	0
Zm00001d046729	0
Zm00001d046730	0
Zm00001d046732	0
Zm00001d046733	0
Zm00001d046735	59
Zm00001d046736	0
Zm00001d046737	0
Zm00001d046738	0
Zm00001d046739	0
Zm00001d046740	0
Zm00001d046742	0
Zm00001d046743	0
Zm00001d046745	1
Zm00001d046746	2
Zm00001d046747	0
Zm00001d046748	0
Zm00001d046749	0
Zm00001d046750	0
Zm00001d046751	0
Zm00001d046753	0
Zm00001d046754	0
Zm00001d046755	0
Zm00001d046757	0
Zm00001d046758	0
Zm00001d046759	0
Zm00001d046760	0
Zm00001d046761	0
Zm00001d046763	0
Zm00001d046764	0
Zm00001d046765	0
Zm00001d046766	0
Zm00001d046767	2
Zm00001d046768	0
Zm00001d046769	0
Zm00001d046771	0
Zm00001d046772	0
Zm00001d046774	0
Zm00001d046775	2
Zm00001d046776	0
Zm00001d046777	0
Zm00001d046778	0
Zm00001d046779	0
Zm00001d046781	0
Zm00001d046782	0
Zm00001d046783	0
Zm00001d046784	0
Zm00001d046786	121
Zm00001d046788	0
Zm00001d046790	0
Zm00001d046792	0
Zm00001d046793	0
Zm00001d046794	0
Zm00001d046795	0
Zm00001d046797	0
Zm00001d046798	0
Zm00001d046799	0
Zm00001d046800	0
Zm00001d046801	0
Zm00001d046802	0
Zm00001d046803	1
Zm00001d046804	1
Zm00001d046805	0
Zm00001d046807	0
Zm00001d046808	0
Zm00001d046809	0
Zm00001d046810	1
Zm00001d046811	0
Zm00001d046812	0
Zm00001d046813	0
Zm00001d046814	0
Zm00001d046815	0
Zm00001d046816	0
Zm00001d046817	0
Zm00001d046818	0
Zm00001d046819	0
Zm00001d046823	0
Zm00001d046824	2
Zm00001d046825	0
Zm00001d046826	0
Zm00001d046827	0
Zm00001d046828	0
Zm00001d046831	0
Zm00001d046832	0
Zm00001d046833	0
Zm00001d046834	0
Zm00001d046835	0
Zm00001d046836	0
Zm00001d046837	0
Zm00001d046838	0
Zm00001d046839	0
Zm00001d046840	0
Zm00001d046841	0
Zm00001d046842	0
Zm00001d046843	0
Zm00001d046845	0
Zm00001d046846	0
Zm00001d046847	0
Zm00001d046848	0
Zm00001d046849	0
Zm00001d046850	0
Zm00001d046851	0
Zm00001d046852	0
Zm00001d046853	0
Zm00001d046854	0
Zm00001d046855	0
Zm00001d046856	0
Zm00001d046858	0
Zm00001d046859	0
Zm00001d046861	0
Zm00001d046862	0
Zm00001d046864	0
Zm00001d046865	0
Zm00001d046866	0
Zm00001d046867	0
Zm00001d046868	0
Zm00001d046869	0
Zm00001d046871	0
Zm00001d046873	0
Zm00001d046874	0
Zm00001d046875	0
Zm00001d046881	0
Zm00001d046882	0
Zm00001d046883	0
Zm00001d046884	0
Zm00001d046887	1
Zm00001d046888	0
Zm00001d046889	1
Zm00001d046890	0
Zm00001d046891	0
Zm00001d046893	0
Zm00001d046894	0
Zm00001d046896	0
Zm00001d046897	0
Zm00001d046898	0
Zm00001d046900	1
Zm00001d046902	0
Zm00001d046903	0
Zm00001d046905	2
Zm00001d046906	0
Zm00001d046907	0
Zm00001d046908	0
Zm00001d046909	0
Zm00001d046910	0
Zm00001d046912	0
Zm00001d046913	0
Zm00001d046914	0
Zm00001d046915	0
Zm00001d046916	0
Zm00001d046917	0
Zm00001d046918	0
Zm00001d046919	7
Zm00001d046921	0
Zm00001d046922	0
Zm00001d046923	0
Zm00001d046925	0
Zm00001d046926	0
Zm00001d046927	0
Zm00001d046928	0
Zm00001d046929	1
Zm00001d046930	1
Zm00001d046933	0
Zm00001d046934	1
Zm00001d046935	0
Zm00001d046936	0
zma-MIR169r	36
Zm00001d046937	0
Zm00001d046938	0
Zm00001d046939	0
Zm00001d046940	4
Zm00001d046941	1
Zm00001d046942	0
Zm00001d046945	0
Zm00001d046946	0
Zm00001d046947	0
Zm00001d046948	0
Zm00001d046949	0
Zm00001d046950	0
Zm00001d046952	1
Zm00001d046953	0
Zm00001d046954	0
Zm00001d046958	0
Zm00001d046959	0
Zm00001d046960	1
Zm00001d046961	0
Zm00001d046962	0
Zm00001d046963	0
Zm00001d046964	0
Zm00001d046965	0
Zm00001d046966	0
Zm00001d046967	0
Zm00001d046968	0
Zm00001d046969	0
Zm00001d046970	0
Zm00001d046971	7
Zm00001d046972	1
Zm00001d046973	0
Zm00001d046974	0
Zm00001d046975	0
Zm00001d046977	0
Zm00001d046978	0
Zm00001d046979	0
Zm00001d046980	0
Zm00001d046981	0
Zm00001d046986	0
Zm00001d046987	0
Zm00001d046988	0
Zm00001d046990	0
Zm00001d046991	0
Zm00001d046992	0
Zm00001d046993	0
Zm00001d046995	0
Zm00001d046996	0
Zm00001d046997	0
Zm00001d046998	0
Zm00001d046999	6
Zm00001d047000	0
Zm00001d047001	0
Zm00001d047003	0
Zm00001d047005	0
Zm00001d047006	0
Zm00001d047007	0
Zm00001d047010	0
Zm00001d047011	0
Zm00001d047012	0
Zm00001d047013	0
Zm00001d047015	2
Zm00001d047016	281
Zm00001d047017	0
Zm00001d047018	1
Zm00001d047019	0
Zm00001d047020	4
Zm00001d047022	0
Zm00001d047023	0
Zm00001d047025	0
Zm00001d047028	1
Zm00001d047030	0
Zm00001d047032	0
Zm00001d047033	0
Zm00001d047034	0
Zm00001d047035	0
Zm00001d047037	0
Zm00001d047038	0
Zm00001d047039	0
Zm00001d047040	0
Zm00001d047041	0
Zm00001d047042	0
Zm00001d047043	0
Zm00001d047044	1
Zm00001d047045	0
Zm00001d047046	0
Zm00001d047047	0
Zm00001d047048	0
Zm00001d047049	0
Zm00001d047050	0
Zm00001d047051	0
Zm00001d047052	0
Zm00001d047053	0
Zm00001d047054	0
Zm00001d047055	0
Zm00001d047056	0
Zm00001d047057	5
Zm00001d047058	0
Zm00001d047059	0
Zm00001d047060	1
Zm00001d047062	0
Zm00001d047063	0
Zm00001d047064	0
Zm00001d047065	0
Zm00001d047066	0
Zm00001d047067	0
Zm00001d047068	0
Zm00001d047069	0
Zm00001d047070	0
Zm00001d047072	0
Zm00001d047073	0
Zm00001d047074	6
Zm00001d047076	0
Zm00001d047077	0
Zm00001d047078	16
Zm00001d047079	1
Zm00001d047081	1
Zm00001d047084	0
Zm00001d047085	0
Zm00001d047086	0
Zm00001d047087	0
Zm00001d047088	0
Zm00001d047089	0
Zm00001d047090	0
Zm00001d047091	0
Zm00001d047092	0
Zm00001d047093	1
Zm00001d047094	0
Zm00001d047096	0
Zm00001d047097	0
Zm00001d047098	0
Zm00001d047099	0
Zm00001d047100	0
Zm00001d047101	0
Zm00001d047102	0
Zm00001d047103	2
Zm00001d047104	0
